	Unnamed: 0	form	lemma	xpos	syll	stress	phon	syll_count	comment	stress_syl	root	key
7501	101842	dezaprobator	=	Afpms-n	de.za.pro.ba.tor	dezaprobat'or	d e z a p r o b a t o r	5		4	d e z a p r o b a t o r	dezaprobator|=|Afpms-n|4
7502	101870	dezarma	=	Vmnp	de.zar.ma	dezarm'a	d e z a r m a	3		2	d e z a r m	dezarma|=|Vmnp|2
7503	101874	dezarmant	=	Afpms-n	de.zar.mant	dezarm'ant	d e z a r m a n t	3		2	d e z a r m a n t	dezarmant|=|Afpms-n|2
7504	101889	dezarmare	=	Ncfsrn	de.zar.ma.re	dezarm'are	d e z a r m a r e	4		2	d e z a r m a r	dezarmare|=|Ncfsrn|2
7505	101925	dezarticula	=	Vmnp	de.zar.ti.cu.la	dezarticul'a	d e z a r t i k u l a	5		4	d e z a r t i k u l	dezarticula|=|Vmnp|4
7506	101959	dezasambla	=	Vmnp	de.za.sam.bla	dezasambl'a	d e z a s a m b l a	4		3	d e z a s a m b l	dezasambla|=|Vmnp|3
7507	101963	dezasamblare	=	Ncfsrn	de.za.sam.bla.re	dezasambl'are	d e z a s a m b l a r e	5		3	d e z a s a m b l a r	dezasamblare|=|Ncfsrn|3
7508	102009	dezastros	=	Afpms-n	de.zas.tros	dezastr'os	d e z a s t r o s	3		2	d e z a s t r o s	dezastros|=|Afpms-n|2
7509	102016	dezastru	=	Ncms-n	de.zas.tru	dez'astru	d e z a s t r u	3		1	d e z a s t r	dezastru|=|Ncms-n|1
7510	102028	dezastruos	=	Afpms-n	de.zas.tru.os	dezastru'os	d e z a s t r u o s	4		3	d e z a s t r u o s	dezastruos|=|Afpms-n|3
7511	102033	dezavantaj	=	Ncms-n	de.za.van.taj	dezavant'aj	d e z a v a n t a Z	4		3	d e z a v a n t a Z	dezavantaj|=|Ncms-n|3
7512	102035	dezavantaja	=	Vmnp	de.za.van.ta.ja	dezavantaj'a	d e z a v a n t a Z a	5		4	d e z a v a n t a Z	dezavantaja|=|Vmnp|4
7513	102049	dezavantajat	=	Afpms-n	de.za.van.ta.jat	dezavantaj'at	d e z a v a n t a Z a t	5		4	d e z a v a n t a Z a t	dezavantajat|=|Afpms-n|4
7514	102088	dezavantajos	=	Afpms-n	de.za.van.ta.jos	dezavantaj'os	d e z a v a n t a Z o s	5		4	d e z a v a n t a Z o s	dezavantajos|=|Afpms-n|4
7515	102099	dezavua	=	Vmnp	de.za.vu.a	dezavu'a	d e z a v u a	4		3	d e z a v u	dezavua|=|Vmnp|3
7516	102103	dezavuare	=	Ncfsrn	de.za.vu.a.re	dezavu'are	d e z a v u a r e	5		3	d e z a v u a r	dezavuare|=|Ncfsrn|3
7517	102144	dezbăta	=	Vmnp	dez.bă.ta	dezbăt'a	d e z b @ t a	3		2	d e z b @ t	dezbăta|=|Vmnp|2
7518	102184	dezbătut	=	Afpms-n	dez.bă.tut	dezbăt'ut	d e z b @ t u t	3		2	d e z b @ t u t	dezbătut|=|Afpms-n|2
7519	102208	dezbate	=	Vmnp	dez.ba.te	dezb'ate	d e z b a t e	3		1	d e z b a t	dezbate|=|Vmnp|1
7520	102210	dezbatere	=	Ncfsrn	dez.ba.te.re	dezb'atere	d e z b a t e r e	4		1	d e z b a t e r	dezbatere|=|Ncfsrn|1
7521	102226	dezbina	=	Vmnp	dez.bi.na	dezbin'a	d e z b i n a	3		2	d e z b i n	dezbina|=|Vmnp|2
7522	102230	dezbinare	=	Ncfsrn	dez.bi.na.re	dezbin'are	d e z b i n a r e	4		2	d e z b i n a r	dezbinare|=|Ncfsrn|2
7523	102243	dezbinat	=	Afpms-n	dez.bi.nat	dezbin'at	d e z b i n a t	3		2	d e z b i n a t	dezbinat|=|Afpms-n|2
7524	102287	dezbrăca	=	Vmnp	dez.bră.ca	dezbrăc'a	d e z b r @ k a	3		2	d e z b r @ k	dezbrăca|=|Vmnp|2
7525	102291	dezbrăcare	=	Ncfsrn	dez.bră.ca.re	dezbrăc'are	d e z b r @ k a r e	4		2	d e z b r @ k a r	dezbrăcare|=|Ncfsrn|2
7526	102303	dezbrăcat	=	Afpms-n	dez.bră.cat	dezbrăc'at	d e z b r @ k a t	3		2	d e z b r @ k a t	dezbrăcat|=|Afpms-n|2
7527	102339	dezbumba	=	Vmnp	dez.bum.ba	dezbumb'a	d e z b u m b a	3		2	d e z b u m b	dezbumba|=|Vmnp|2
7528	102371	dezechilibra	=	Vmnp	de.ze.chi.li.bra	dezechilibr'a	d e z e k_j i l i b r a	5		4	d e z e k_j i l i b r	dezechilibra|=|Vmnp|4
7529	102385	dezechilibrat	=	Afpms-n	de.ze.chi.li.brat	dezechilibr'at	d e z e k_j i l i b r a t	5		4	d e z e k_j i l i b r a t	dezechilibrat|=|Afpms-n|4
7530	102418	dezechilibru	=	Ncms-n	de.ze.chi.li.bru	dezechil'ibru	d e z e k_j i l i b r u	5		3	d e z e k_j i l i b r	dezechilibru|=|Ncms-n|3
7531	102426	dezemulsionant	=	Afpms-n	de.ze.mul.si.o.nant	dezemulsion'ant	d e z e m u l s i o n a n t	6		5	d e z e m u l s i o n a n t	dezemulsionant|=|Afpms-n|5
7532	102427	dezemulsionant	=	Ncms-n	de.ze.mul.si.o.nant	dezemulsion'ant	d e z e m u l s i o n a n t	6		5	d e z e m u l s i o n a n t	dezemulsionant|=|Ncms-n|5
7533	102442	dezerta	=	Vmnp	de.zer.ta	dezert'a	d e z e r t a	3		2	d e z e r t	dezerta|=|Vmnp|2
7534	102446	dezertare	=	Ncfsrn	de.zer.ta.re	dezert'are	d e z e r t a r e	4		2	d e z e r t a r	dezertare|=|Ncfsrn|2
7535	102459	dezertat	=	Afpms-n	de.zer.tat	dezert'at	d e z e r t a t	3		2	d e z e r t a t	dezertat|=|Afpms-n|2
7536	102474	dezertor	=	Ncms-n	de.zer.tor	dezert'or	d e z e r t o r	3		2	d e z e r t o r	dezertor|=|Ncms-n|2
7537	102489	dezesperant	=	Afpms-n	de.zes.pe.rant	dezesper'ant	d e z e s p e r a n t	4		3	d e z e s p e r a n t	dezesperant|=|Afpms-n|3
7538	102506	dezgheța	=	Vmnp	dez.ghe.ța	dezgheț'a	d e z g_j e ts a	3		2	d e z g_j e ts	dezgheța|=|Vmnp|2
7539	102510	dezghețare	=	Ncfsrn	dez.ghe.ța.re	dezgheț'are	d e z g_j e ts a r e	4		2	d e z g_j e ts a r	dezghețare|=|Ncfsrn|2
7540	102522	dezghețat	=	Afpms-n	dez.ghe.țat	dezgheț'at	d e z g_j e ts a t	3		2	d e z g_j e ts a t	dezghețat|=|Afpms-n|2
7541	102561	dezghioca	=	Vmnp	dez.ghi.o.ca	dezghioc'a	d e z g_j i o k a	4		3	d e z g_j i o k	dezghioca|=|Vmnp|3
7542	102596	dezgropa	=	Vmnp	dez.gro.pa	dezgrop'a	d e z g r o p a	3		2	d e z g r o p	dezgropa|=|Vmnp|2
7543	102610	dezgropat	=	Afpms-n	dez.gro.pat	dezgrop'at	d e z g r o p a t	3		2	d e z g r o p a t	dezgropat|=|Afpms-n|2
7544	102611	dezgropat	=	Ncms-n	dez.gro.pat	dezgrop'at	d e z g r o p a t	3		2	d e z g r o p a t	dezgropat|=|Ncms-n|2
7545	102654	dezgustător	=	Afpms-n	dez.gus.tă.tor	dezgustăt'or	d e z g u s t @ t o r	4		3	d e z g u s t @ t o r	dezgustător|=|Afpms-n|3
7546	102661	dezgust	=	Ncms-n	dez.gust	dezg'ust	d e z g u s t	2		1	d e z g u s t	dezgust|=|Ncms-n|1
7547	102664	dezgusta	=	Vmnp	dez.gus.ta	dezgust'a	d e z g u s t a	3		2	d e z g u s t	dezgusta|=|Vmnp|2
7548	102678	dezgustat	=	Afpms-n	dez.gus.tat	dezgust'at	d e z g u s t a t	3		2	d e z g u s t a t	dezgustat|=|Afpms-n|2
7549	102716	dezice	=	Vmnp	de.zi.ce	dez'ice	d e z i tS e	3		1	d e z i tS	dezice|=|Vmnp|1
7550	102729	deziderat	=	Ncms-n	de.zi.de.rat	dezider'at	d e z i d e r a t	4		3	d e z i d e r a t	deziderat|=|Ncms-n|3
7551	102737	deziluzie	=	Ncfsrn	de.zi.lu.zi.e	dezil'uzie	d e z i l u z i e	5		2	d e z i l u z i	deziluzie|=|Ncfsrn|2
7552	102743	deziluzionat	=	Afpms-n	de.zi.lu.zi.o.nat	deziluzion'at	d e z i l u z i o n a t	6		5	d e z i l u z i o n a t	deziluzionat|=|Afpms-n|5
7553	102758	dezincriminare	=	Ncfsrn	de.zin.cri.mi.na.re	dezincrimin'are	d e z i n k r i m i n a r e	6		4	d e z i n k r i m i n a r	dezincriminare|=|Ncfsrn|4
7554	102767	dezincrusta	=	Vmnp	de.zin.crus.ta	dezincrust'a	d e z i n k r u s t a	4		3	d e z i n k r u s t	dezincrusta|=|Vmnp|3
7555	102800	dezindividualiza	=	Vmnp	de.zin.di.vi.dua.li.za	dezindividualiz'a	d e z i n d i v i d w a l i z a	7		6	d e z i n d i v i d w a l i z	dezindividualiza|=|Vmnp|6
7556	102839	dezinfecta	=	Vmnp	de.zin.fec.ta	dezinfect'a	d e z i n f e k t a	4		3	d e z i n f e k t	dezinfecta|=|Vmnp|3
7557	102843	dezinfectant	=	Afpms-n	de.zin.fec.tant	dezinfect'ant	d e z i n f e k t a n t	4		3	d e z i n f e k t a n t	dezinfectant|=|Afpms-n|3
7558	102844	dezinfectant	=	Ncms-n	de.zin.fec.tant	dezinfect'ant	d e z i n f e k t a n t	4		3	d e z i n f e k t a n t	dezinfectant|=|Ncms-n|3
7559	102864	dezinfectare	=	Ncfsrn	de.zin.fec.ta.re	dezinfect'are	d e z i n f e k t a r e	5		3	d e z i n f e k t a r	dezinfectare|=|Ncfsrn|3
7560	102877	dezinfectat	=	Afpms-n	de.zin.fec.tat	dezinfect'at	d e z i n f e k t a t	4		3	d e z i n f e k t a t	dezinfectat|=|Afpms-n|3
7561	102907	dezinforma	=	Vmnp	de.zin.for.ma	dezinform'a	d e z i n f o r m a	4		3	d e z i n f o r m	dezinforma|=|Vmnp|3
7562	102911	dezinformare	=	Ncfsrn	de.zin.for.ma.re	dezinform'are	d e z i n f o r m a r e	5		3	d e z i n f o r m a r	dezinformare|=|Ncfsrn|3
7563	102924	dezinformat	=	Afpms-n	de.zin.for.mat	dezinform'at	d e z i n f o r m a t	4		3	d e z i n f o r m a t	dezinformat|=|Afpms-n|3
7564	102964	dezinhiba	=	Vmnp	de.zin.hi.ba	dezinhib'a	d e z i n h i b a	4		3	d e z i n h i b	dezinhiba|=|Vmnp|3
7565	102995	dezinsecție	=	Ncfsrn	de.zin.sec.ți.e	dezins'ecție	d e z i n s e k ts i e	5		2	d e z i n s e k ts i	dezinsecție|=|Ncfsrn|2
7566	103002	dezintegra	=	Vmnp	de.zin.te.gra	dezintegr'a	d e z i n t e g r a	4		3	d e z i n t e g r	dezintegra|=|Vmnp|3
7567	103006	dezintegrare	=	Ncfsrn	de.zin.te.gra.re	dezintegr'are	d e z i n t e g r a r e	5		3	d e z i n t e g r a r	dezintegrare|=|Ncfsrn|3
7568	103019	dezintegrat	=	Afpms-n	de.zin.te.grat	dezintegr'at	d e z i n t e g r a t	4		3	d e z i n t e g r a t	dezintegrat|=|Afpms-n|3
7569	103057	dezinteres	=	Ncms-n	de.zin.te.res	dezinter'es	d e z i n t e r e s	4		3	d e z i n t e r e s	dezinteres|=|Ncms-n|3
7570	103059	dezinteresa	=	Vmnp	de.zin.te.re.sa	dezinteres'a	d e z i n t e r e s a	5		4	d e z i n t e r e s	dezinteresa|=|Vmnp|4
7571	103063	dezinteresare	=	Ncfsrn	de.zin.te.re.sa.re	dezinteres'are	d e z i n t e r e s a r e	6		4	d e z i n t e r e s a r	dezinteresare|=|Ncfsrn|4
7572	103076	dezinteresat	=	Afpms-n	de.zin.te.re.sat	dezinteres'at	d e z i n t e r e s a t	5		4	d e z i n t e r e s a t	dezinteresat|=|Afpms-n|4
7573	103121	dezintoxica	=	Vmnp	de.zin.to.xi.ca	dezintoxic'a	d e z i n t o k s i k a	5		4	d e z i n t o ks i k	dezintoxica|=|Vmnp|4
7574	103125	dezintoxicare	=	Ncfsrn	de.zin.to.xi.ca.re	dezintoxic'are	d e z i n t o k s i k a r e	6		4	d e z i n t o ks i k a r	dezintoxicare|=|Ncfsrn|4
7575	103165	dezinvoltură	=	Ncfsrn	de.zin.vol.tu.ră	dezinvolt'ură	d e z i n v o l t u r @	5		3	d e z i n v o l t u r	dezinvoltură|=|Ncfsrn|3
7576	103166	deziotacizare	=	Ncfsrn	dez.io.ta.ci.za.re	deziotaciz'are	d e z j o t a tS i z a r e	6		4	d e z j o t a tS i z a r	deziotacizare|=|Ncfsrn|4
7577	103173	dezirabil	=	Afpms-n	de.zi.ra.bil	dezir'abil	d e z i r a b i l	4		2	d e z i r a b i l	dezirabil|=|Afpms-n|2
7578	103188	dezis	=	Afpms-n	de.zis	dez'is	d e z i s	2		1	d e z i s	dezis|=|Afpms-n|1
7579	103219	dezlănțui	=	Vmnp	dez.lăn.țu.i	dezlănțu'i	d e z l @ n ts u i	4		3	d e z l @ n ts u	dezlănțui|=|Vmnp|3
7580	103241	dezlănțuit	=	Afpms-n	dez.lăn.țu.it	dezlănțu'it	d e z l @ n ts u i t	4		3	d e z l @ n ts u i t	dezlănțuit|=|Afpms-n|3
7581	103268	dezlega	=	Vmnp	dez.le.ga	dezleg'a	d e z l e g a	3		2	d e z l e g	dezlega|=|Vmnp|2
7582	103272	dezlegare	=	Ncfsrn	dez.le.ga.re	dezleg'are	d e z l e g a r e	4		2	d e z l e g a r	dezlegare|=|Ncfsrn|2
7583	103284	dezlegat	=	Afpms-n	dez.le.gat	dezleg'at	d e z l e g a t	3		2	d e z l e g a t	dezlegat|=|Afpms-n|2
7584	103332	dezlipi	=	Vmnp	dez.li.pi	dezlip'i	d e z l i p i	3		2	d e z l i p	dezlipi|=|Vmnp|2
7585	103346	dezlipit	=	Afpms-n	dez.li.pit	dezlip'it	d e z l i p i t	3		2	d e z l i p i t	dezlipit|=|Afpms-n|2
7586	103366	dezlânat	=	Afpms-n	dez.lâ.nat	dezlân'at	d e z l 1 n a t	3		2	d e z l 1 n a t	dezlânat|=|Afpms-n|2
7587	103381	dezmăț	=	Ncms-n	dez.măț	dezm'ăț	d e z m @ ts	2		1	d e z m @ ts	dezmăț|=|Ncms-n|1
7588	103388	dezmembra	=	Vmnp	dez.mem.bra	dezmembr'a	d e z m e m b r a	3		2	d e z m e m b r	dezmembra|=|Vmnp|2
7589	103392	dezmembrare	=	Ncfsrn	dez.mem.bra.re	dezmembr'are	d e z m e m b r a r e	4		2	d e z m e m b r a r	dezmembrare|=|Ncfsrn|2
7590	103440	dezmetici	=	Vmnp	dez.me.ti.ci	dezmetic'i	d e z m e t i tS i	4		3	d e z m e t i tS	dezmetici|=|Vmnp|3
7591	103467	dezmierda	=	Vmnp	dez.mier.da	dezmierd'a	d e z m j e r d a	3		2	d e z m j e r d	dezmierda|=|Vmnp|2
7592	103513	dezminți	=	Vmnp	dez.min.ți	dezminț'i	d e z m i n ts i	3		2	d e z m i n ts	dezminți|=|Vmnp|2
7593	103518	dezmințire	=	Ncfsrn	dez.min.ți.re	dezminț'ire	d e z m i n ts i r e	4		2	d e z m i n ts i r	dezmințire|=|Ncfsrn|2
7594	103534	dezmințit	=	Afpms-n	dez.min.țit	dezminț'it	d e z m i n ts i t	3		2	d e z m i n ts i t	dezmințit|=|Afpms-n|2
7595	103567	dezmiriști	=	Vmnp	dez.mi.riș.ti	dezmirișt'i	d e z m i r i S t i	4		3	d e z m i r i S t	dezmiriști|=|Vmnp|3
7596	103586	dezmiriștitor	=	Ncms-n	dez.mi.riș.ti.tor	dezmiriștit'or	d e z m i r i S t i t o r	5		4	d e z m i r i S t i t o r	dezmiriștitor|=|Ncms-n|4
7597	103607	dezmorți	=	Vmnp	dez.mor.ți	dezmorț'i	d e z m o r ts i	3		2	d e z m o r ts	dezmorți|=|Vmnp|2
7598	103629	deznădejde	=	Ncfsrn	dez.nă.dej.de	deznăd'ejde	d e z n @ d e Z d e	4		2	d e z n @ d e Z d	deznădejde|=|Ncfsrn|2
7599	103638	deznădăjdui	=	Vmnp	dez.nă.dăj.du.i	deznădăjdu'i	d e z n @ d @ Z d u i	5		4	d e z n @ d @ Z d u	deznădăjdui|=|Vmnp|4
7600	103653	deznădăjduire	=	Ncfsrn	dez.nă.dăj.du.i.re	deznădăjdu'ire	d e z n @ d @ Z d u i r e	6		4	d e z n @ d @ Z d u i r	deznădăjduire|=|Ncfsrn|4
7601	103670	deznădăjduit	=	Afpms-n	dez.nă.dăj.du.it	deznădăjdu'it	d e z n @ d @ Z d u i t	5		4	d e z n @ d @ Z d u i t	deznădăjduit|=|Afpms-n|4
7602	103695	deznodământ	=	Ncms-n	dez.no.dă.mânt	deznodăm'ânt	d e z n o d @ m 1 n t	4		3	d e z n o d @ m 1 n t	deznodământ|=|Ncms-n|3
7603	103699	dezolant	=	Afpms-n	de.zo.lant	dezol'ant	d e z o l a n t	3		2	d e z o l a n t	dezolant|=|Afpms-n|2
7604	103712	dezolat	=	Afpms-n	de.zo.lat	dezol'at	d e z o l a t	3		2	d e z o l a t	dezolat|=|Afpms-n|2
7605	103728	dezonora	=	Vmnp	de.zo.no.ra	dezonor'a	d e z o n o r a	4		3	d e z o n o r	dezonora|=|Vmnp|3
7606	103760	dezordine	=	Ncfsrn	de.zor.di.ne	dez'ordine	d e z o r d i n e	4		1	d e z o r d i n	dezordine|=|Ncfsrn|1
7607	103767	dezordonat	=	Afpms-n	de.zor.do.nat	dezordon'at	d e z o r d o n a t	4		3	d e z o r d o n a t	dezordonat|=|Afpms-n|3
7608	103783	dezorganiza	=	Vmnp	de.zor.ga.ni.za	dezorganiz'a	d e z o r g a n i z a	5		4	d e z o r g a n i z	dezorganiza|=|Vmnp|4
7609	103797	dezorganizat	=	Afpms-n	de.zor.ga.ni.zat	dezorganiz'at	d e z o r g a n i z a t	5		4	d e z o r g a n i z a t	dezorganizat|=|Afpms-n|4
7610	103815	dezorganizator	=	Afpms-n	de.zor.ga.ni.za.tor	dezorganizat'or	d e z o r g a n i z a t o r	6		5	d e z o r g a n i z a t o r	dezorganizator|=|Afpms-n|5
7611	103845	dezorienta	=	Vmnp	de.zo.ri.en.ta	dezorient'a	d e z o r i e n t a	5		4	d e z o r i e n t	dezorienta|=|Vmnp|4
7612	103859	dezorientat	=	Afpms-n	de.zo.ri.en.tat	dezorient'at	d e z o r i e n t a t	5		4	d e z o r i e n t a t	dezorientat|=|Afpms-n|4
7613	103892	dezoxiribonucleic	=	Afpms-n	de.zo.xi.ri.bo.nu.cle.ic	dezoxiribonucl'eic	d e z o k s i r i b o n u k l e i k	8		6	d e z o ks i r i b o n u k l e i k	dezoxiribonucleic|=|Afpms-n|6
7614	103893	dezrădăcinare	=	Ncfsrn	dez.ră.dă.ci.na.re	dezrădăcin'are	d e z r @ d @ tS i n a r e	6		4	d e z r @ d @ tS i n a r	dezrădăcinare|=|Ncfsrn|4
7615	103904	dezvălui	=	Vmnp	dez.vă.lu.i	dezvălu'i	d e z v @ l u i	4		3	d e z v @ l u	dezvălui|=|Vmnp|3
7616	103922	dezvăluire	=	Ncfsrn	dez.vă.lu.i.re	dezvălu'ire	d e z v @ l u i r e	5		3	d e z v @ l u i r	dezvăluire|=|Ncfsrn|3
7617	103939	dezvăluit	=	Afpms-n	dez.vă.lu.it	dezvălu'it	d e z v @ l u i t	4		3	d e z v @ l u i t	dezvăluit|=|Afpms-n|3
7618	103972	dezveli	=	Vmnp	dez.ve.li	dezvel'i	d e z v e l i	3		2	d e z v e l	dezveli|=|Vmnp|2
7619	103977	dezvelire	=	Ncfsrn	dez.ve.li.re	dezvel'ire	d e z v e l i r e	4		2	d e z v e l i r	dezvelire|=|Ncfsrn|2
7620	103994	dezvelit	=	Afpms-n	dez.ve.lit	dezvel'it	d e z v e l i t	3		2	d e z v e l i t	dezvelit|=|Afpms-n|2
7621	104027	dezvinovăți	=	Vmnp	dez.vi.no.vă.ți	dezvinovăț'i	d e z v i n o v @ ts i	5		4	d e z v i n o v @ ts	dezvinovăți|=|Vmnp|4
7622	104032	dezvinovățire	=	Ncfsrn	dez.vi.no.vă.ți.re	dezvinovăț'ire	d e z v i n o v @ ts i r e	6		4	d e z v i n o v @ ts i r	dezvinovățire|=|Ncfsrn|4
7623	104059	dezvolta	=	Vmnp	dez.vol.ta	dezvolt'a	d e z v o l t a	3		2	d e z v o l t	dezvolta|=|Vmnp|2
7624	104063	dezvoltare	=	Ncfsrn	dez.vol.ta.re	dezvolt'are	d e z v o l t a r e	4		2	d e z v o l t a r	dezvoltare|=|Ncfsrn|2
7625	104076	dezvoltat	=	Afpms-n	dez.vol.tat	dezvolt'at	d e z v o l t a t	3		2	d e z v o l t a t	dezvoltat|=|Afpms-n|2
7626	104086	dezvoltator	=	Ncms-n	dez.vol.ta.tor	dezvoltat'or	d e z v o l t a t o r	4		3	d e z v o l t a t o r	dezvoltator|=|Ncms-n|3
7627	104120	diabet	=	Ncms-n	di.a.bet	diab'et	d i a b e t	3		2	d i a b e t	diabet|=|Ncms-n|2
7628	104121	diabetic	=	Afpms-n	di.a.be.tic	diab'etic	d i a b e t i k	4		2	d i a b e t i k	diabetic|=|Afpms-n|2
7629	104141	diabolic	=	Afpms-n	di.a.bo.lic	diab'olic	d i a b o l i k	4		2	d i a b o l i k	diabolic|=|Afpms-n|2
7630	104156	diabolo	=	Ncms-n	dia.bo.lo	di'abolo	d j a b o l o	3		0	d j a b o l	diabolo|=|Ncms-n|0
7631	104162	diacon	=	Ncms-n	dia.con	di'acon	d j a k o n	2		0	d j a k o n	diacon|=|Ncms-n|0
7632	104165	diaconesc	=	Afpms-n	dia.co.nesc	diacon'esc	d j a k o n e s k	3		2	d j a k o n e s k	diaconesc|=|Afpms-n|2
7633	104186	diademă	=	Ncfsrn	di.a.de.mă	diad'emă	d i a d e m @	4		2	d i a d e m	diademă|=|Ncfsrn|2
7634	104187	diadoh	=	Ncms-n	di.a.doh	diad'oh	d i a d o h	3		2	d i a d o h	diadoh|=|Ncms-n|2
7635	104195	diafragmatic	=	Afpms-n	di.a.frag.ma.tic	diafragm'atic	d i a f r a g m a t i k	5		3	d i a f r a g m a t i k	diafragmatic|=|Afpms-n|3
7636	104213	diafragmă	=	Ncfsrn	di.a.frag.mă	diafr'agmă	d i a f r a g m @	4		2	d i a f r a g m	diafragmă|=|Ncfsrn|2
7637	104221	diagnostic	=	Ncms-n	di.ag.nos.tic	diagn'ostic	d i a g n o s t i k	4		2	d i a g n o s t i k	diagnostic|=|Ncms-n|2
7638	104223	diagnostica	=	Vmnp	di.ag.nos.ti.ca	diagnostic'a	d i a g n o s t i k a	5		4	d i a g n o s t i k	diagnostica|=|Vmnp|4
7639	104227	diagnosticare	=	Ncfsrn	di.ag.nos.ti.ca.re	diagnostic'are	d i a g n o s t i k a r e	6		4	d i a g n o s t i k a r	diagnosticare|=|Ncfsrn|4
7640	104239	diagnosticat	=	Afpms-n	di.ag.nos.ti.cat	diagnostic'at	d i a g n o s t i k a t	5		4	d i a g n o s t i k a t	diagnosticat|=|Afpms-n|4
7641	104270	diagnostician	=	Ncms-n	di.ag.nos.ti.ci.an	diagnostici'an	d i a g n o s t i tS i a n	6		5	d i a g n o s t i tS i a n	diagnostician|=|Ncms-n|5
7642	104281	diagonal	=	Afpms-n	di.a.go.nal	diagon'al	d i a g o n a l	4		3	d i a g o n a l	diagonal|=|Afpms-n|3
7643	104302	diagonală	=	Ncfsrn	di.a.go.na.lă	diagon'ală	d i a g o n a l @	5		3	d i a g o n a l	diagonală|=|Ncfsrn|3
7644	104311	diagramă	=	Ncfsrn	di.a.gra.mă	diagr'amă	d i a g r a m @	4		2	d i a g r a m	diagramă|=|Ncfsrn|2
7645	104312	dialect	=	Ncms-n	di.a.lect	dial'ect	d i a l e k t	3		2	d i a l e k t	dialect|=|Ncms-n|2
7646	104316	dialectic	=	Afpms-n	di.a.lec.tic	dial'ectic	d i a l e k t i k	4		2	d i a l e k t i k	dialectic|=|Afpms-n|2
7647	104330	dializa	=	Vmnp	di.a.li.za	dializ'a	d i a l i z a	4		3	d i a l i z	dializa|=|Vmnp|3
7648	104366	dializă	=	Ncfsrn	di.a.li.ză	dial'iză	d i a l i z @	4		2	d i a l i z	dializă|=|Ncfsrn|2
7649	104369	dialog	=	Ncms-n	di.a.log	dial'og	d i a l o g	3		2	d i a l o g	dialog|=|Ncms-n|2
7650	104371	dialoga	=	Vmnp	di.a.lo.ga	dialog'a	d i a l o g a	4		3	d i a l o g	dialoga|=|Vmnp|3
7651	104409	diamant	=	Ncms-n	di.a.mant	diam'ant	d i a m a n t	3		2	d i a m a n t	diamant|=|Ncms-n|2
7652	104415	diametral	=	Afpms-n	di.a.me.tral	diametr'al	d i a m e t r a l	4		3	d i a m e t r a l	diametral|=|Afpms-n|3
7653	104433	diametru	=	Ncms-n	di.a.me.tru	diam'etru	d i a m e t r u	4		2	d i a m e t r	diametru|=|Ncms-n|2
7654	104442	diapazon	=	Ncms-n	di.a.pa.zon	diapaz'on	d i a p a z o n	4		3	d i a p a z o n	diapazon|=|Ncms-n|3
7655	104446	diaree	=	Ncfsrn	di.a.re.e	diar'ee	d i a r e e	4		2	d i a r e	diaree|=|Ncfsrn|2
7656	104457	diasistem	=	Ncms-n	dia.sis.tem	diasist'em	d j a s i s t e m	3		2	d j a s i s t e m	diasistem|=|Ncms-n|2
7657	104474	diasporă	=	Ncfsrn	di.aspo.ră	di'asporă	d i a s p o r @	-1	syll count mismatch	1	d i a s p o r	diasporă|=|Ncfsrn|1
7658	104475	diavol	=	Ncms-n	dia.vol	di'avol	d j a v o l	2		0	d j a v o l	diavol|=|Ncms-n|0
7659	104480	diavolesc	=	Afpms-n	dia.vo.lesc	diavol'esc	d j a v o l e s k	3		2	d j a v o l e s k	diavolesc|=|Afpms-n|2
7660	104495	diblar	=	Ncms-n	di.blar	dibl'ar	d i b l a r	2		1	d i b l a r	diblar|=|Ncms-n|1
7661	104502	dibuire	=	Ncfsrn	di.bu.i.re	dibu'ire	d i b u i r e	4		2	d i b u i r	dibuire|=|Ncfsrn|2
7662	104510	dicție	=	Ncfsrn	dic.ți.e	d'icție	d i k ts i e	3		0	d i k ts i	dicție|=|Ncfsrn|0
7663	104517	dicționar	=	Ncms-n	dic.ți.o.nar	dicțion'ar	d i k ts i o n a r	4		3	d i k ts i o n a r	dicționar|=|Ncms-n|3
7664	104524	dicționăraș	=	Ncms-n	dic.ți.o.nă.raș	dicționăr'aș	d i k ts i o n @ r a S	5		4	d i k ts i o n @ r a S	dicționăraș|=|Ncms-n|4
7665	104530	dichici	=	Ncms-n	di.chici	dich'ici	d i k_j i tS	2		1	d i k_j i tS	dichici|=|Ncms-n|1
7666	104541	dicotiledon	=	Afpms-n	di.co.ti.le.don	dicotiled'on	d i k o t i l e d o n	5		4	d i k o t i l e d o n	dicotiledon|=|Afpms-n|4
7667	104552	dicta	=	Vmnp	dic.ta	dict'a	d i k t a	2		1	d i k t	dicta|=|Vmnp|1
7668	104574	dictat	=	Afpms-n	dic.tat	dict'at	d i k t a t	2		1	d i k t a t	dictat|=|Afpms-n|1
7669	104575	dictat	=	Ncms-n	dic.tat	dict'at	d i k t a t	2		1	d i k t a t	dictat|=|Ncms-n|1
7670	104585	dictator	=	Ncms-n	dic.ta.tor	dictat'or	d i k t a t o r	3		2	d i k t a t o r	dictator|=|Ncms-n|2
7671	104587	dictatorial	=	Afpms-n	dic.ta.to.ri.al	dictatori'al	d i k t a t o r i a l	5		4	d i k t a t o r i a l	dictatorial|=|Afpms-n|4
