d_in	d_out	before	after	key1	key2	desin1	desin2	stress change
a	@	v	r	reactivare|=|Ncfsrn|3	reactivări|reactivare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	reactivitate|=|Ncfsrn|4	reactivități|reactivitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	r	reajustare|=|Ncfsrn|3	reajustări|reajustare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	realimentare|=|Ncfsrn|4	realimentări|realimentare|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	realitate|=|Ncfsrn|3	realități|realitate|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	realizare|=|Ncfsrn|3	realizări|realizare|Ncfp-n|3	e	i_0	FALSE
a	@	Z	r	reamenajare|=|Ncfsrn|4	reamenajări|reamenajare|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	reanalizare|=|Ncfsrn|4	reanalizări|reanalizare|Ncfp-n|4	e	i_0	FALSE
a	@	Z	r	reangajare|=|Ncfsrn|3	reangajări|reangajare|Ncfp-n|3	e	i_0	FALSE
a	@	m	r	reanimare|=|Ncfsrn|3	reanimări|reanimare|Ncfp-n|3	e	i_0	FALSE
a	@	Z	r	rearanjare|=|Ncfsrn|3	rearanjări|rearanjare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	reasigurare|=|Ncfsrn|4	reasigurări|reasigurare|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	reașezare|=|Ncfsrn|3	reașezări|reașezare|Ncfp-n|3	e	i_0	FALSE
a	@	l	r	recalculare|=|Ncfsrn|3	recalculări|recalculare|Ncfp-n|3	e	i_0	FALSE
a	@	k	r	recalificare|=|Ncfsrn|4	recalificări|recalificare|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	recapitalizare|=|Ncfsrn|5	recapitalizări|recapitalizare|Ncfp-n|5	e	i_0	FALSE
a	@	l	r	recapitulare|=|Ncfsrn|4	recapitulări|recapitulare|Ncfp-n|4	e	i_0	FALSE
a	@	t	r	receptare|=|Ncfsrn|2	receptări|receptare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	receptivitate|=|Ncfsrn|4	receptivități|receptivitate|Ncfp-n|4	e	i_0	FALSE
a	@	n	r	recepționare|=|Ncfsrn|4	recepționări|recepționare|Ncfp-n|4	e	i_0	FALSE
a	@	m	r	rechemare|=|Ncfsrn|2	rechemări|rechemare|Ncfp-n|2	e	i_0	FALSE
a	@	l	r	reciclare|=|Ncfsrn|2	reciclări|reciclare|Ncfp-n|2	e	i_0	FALSE
a	@	v	r	recidivare|=|Ncfsrn|3	recidivări|recidivare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	reciprocitate|=|Ncfsrn|4	reciprocități|reciprocitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	r	recitare|=|Ncfsrn|2	recitări|recitare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	recoltare|=|Ncfsrn|2	recoltări|recoltare|Ncfp-n|2	e	i_0	FALSE
a	@	d	r	recomandare|=|Ncfsrn|3	recomandări|recomandare|Ncfp-n|3	e	i_0	FALSE
a	@	s	r	recompensare|=|Ncfsrn|3	recompensări|recompensare|Ncfp-n|3	e	i_0	FALSE
a	@	n	r	recondiționare|=|Ncfsrn|4	recondiționări|recondiționare|Ncfp-n|4	e	i_0	FALSE
a	@	r	r	reconfigurare|=|Ncfsrn|4	reconfigurări|reconfigurare|Ncfp-n|4	e	i_0	FALSE
a	e	m	n	recordman|=|Ncms-n|2	recordmeni|recordman|Ncmp-n|1		i_0	TRUE
a	@	e	r	recreare|=|Ncfsrn|2	recreări|recreare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	recrutare|=|Ncfsrn|2	recrutări|recrutare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	rectificare|=|Ncfsrn|3	rectificări|rectificare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	recuperare|=|Ncfsrn|3	recuperări|recuperare|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	recuzare|=|Ncfsrn|2	recuzări|recuzare|Ncfp-n|2	e	i_0	FALSE
a	@	g	r	recâștigare|=|Ncfsrn|3	recâștigări|recâștigare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	redactare|=|Ncfsrn|2	redactări|redactare|Ncfp-n|2	e	i_0	FALSE
a	@	d	r	redare|=|Ncfsrn|1	redări|redare|Ncfp-n|1	e	i_0	FALSE
a	@	n	r	redimensionare|=|Ncfsrn|4	redimensionări|redimensionare|Ncfp-n|4	e	i_0	FALSE
a	@	n	r	redirecționare|=|Ncfsrn|4	redirecționări|redirecționare|Ncfp-n|4	e	i_0	FALSE
a	@	t	r	rediscutare|=|Ncfsrn|3	rediscutări|rediscutare|Ncfp-n|3	e	i_0	FALSE
a	@	s	r	redresare|=|Ncfsrn|2	redresări|redresare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	reeditare|=|Ncfsrn|3	reeditări|reeditare|Ncfp-n|3	e	i_0	FALSE
a	@	w	r	reevaluare|=|Ncfsrn|3	reevaluări|reevaluare|Ncfp-n|4	e	i_0	TRUE
a	@	n	r	reexaminare|=|Ncfsrn|4	reexaminări|reexaminare|Ncfp-n|4	e	i_0	FALSE
a	@	t	r	reflectare|=|Ncfsrn|2	reflectări|reflectare|Ncfp-n|2	e	i_0	FALSE
a	@	m	r	reformare|=|Ncfsrn|2	reformări|reformare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	refrangibilitate|=|Ncfsrn|5	refrangibilități|refrangibilitate|Ncfp-n|5	e	i_0	FALSE
a	@	l	r	refulare|=|Ncfsrn|2	refulări|refulare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	regalitate|=|Ncfsrn|3	regalități|regalitate|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	regenerare|=|Ncfsrn|3	regenerări|regenerare|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	regionalizare|=|Ncfsrn|5	regionalizări|regionalizare|Ncfp-n|5	e	i_0	FALSE
a	@	l	r	reglare|=|Ncfsrn|1	reglări|reglare|Ncfp-n|1	e	i_0	FALSE
a	@	t	r	reglementare|=|Ncfsrn|3	reglementări|reglementare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	regularitate|=|Ncfsrn|4	regularități|regularitate|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	regularizare|=|Ncfsrn|4	regularizări|regularizare|Ncfp-n|4	e	i_0	FALSE
a	@	r	r	reinstaurare|=|Ncfsrn|4	reinstaurări|reinstaurare|Ncfp-n|3	e	i_0	TRUE
a	@	r	r	reintegrare|=|Ncfsrn|3	reintegrări|reintegrare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	reintrare|=|Ncfsrn|2	reintrări|reintrare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	rejucare|=|Ncfsrn|2	rejucări|rejucare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	rejudecare|=|Ncfsrn|3	rejudecări|rejudecare|Ncfp-n|3	e	i_0	FALSE
a	@	s	r	relansare|=|Ncfsrn|2	relansări|relansare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	relatare|=|Ncfsrn|2	relatări|relatare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	relativitate|=|Ncfsrn|4	relativități|relativitate|Ncfp-n|4	e	i_0	FALSE
a	@	s	r	relaxare|=|Ncfsrn|2	relaxări|relaxare|Ncfp-n|2	e	i_0	FALSE
a	@	n	r	relaționare|=|Ncfsrn|4	relaționări|relaționare|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	religiozitate|=|Ncfsrn|5	religiozități|religiozitate|Ncfp-n|5	e	i_0	FALSE
a	@	w	r	reluare|=|Ncfsrn|1	reluări|reluare|Ncfp-n|2	e	i_0	TRUE
a	@	r	r	rememorare|=|Ncfsrn|3	rememorări|rememorare|Ncfp-n|3	e	i_0	FALSE
a	@	l	r	remodelare|=|Ncfsrn|3	remodelări|remodelare|Ncfp-n|3	e	i_0	FALSE
a	@	k	r	remorcare|=|Ncfsrn|2	remorcări|remorcare|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	remunerare|=|Ncfsrn|3	remunerări|remunerare|Ncfp-n|3	e	i_0	FALSE
a	@	k	r	remușcare|=|Ncfsrn|2	remușcări|remușcare|Ncfp-n|2	e	i_0	FALSE
a	@	g	r	renegare|=|Ncfsrn|2	renegări|renegare|Ncfp-n|2	e	i_0	FALSE
a	@	v	r	renovare|=|Ncfsrn|2	renovări|renovare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	rentabilitate|=|Ncfsrn|4	rentabilități|rentabilitate|Ncfp-n|4	e	i_0	FALSE
a	@	ts	r	renunțare|=|Ncfsrn|2	renunțări|renunțare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	reorganizare|=|Ncfsrn|4	reorganizări|reorganizare|Ncfp-n|4	e	i_0	FALSE
a	@	t	r	reorientare|=|Ncfsrn|4	reorientări|reorientare|Ncfp-n|4	e	i_0	FALSE
a	@	r	r	reparare|=|Ncfsrn|2	reparări|reparare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	repartizare|=|Ncfsrn|3	repartizări|repartizare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	repetare|=|Ncfsrn|2	repetări|repetare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	replicare|=|Ncfsrn|2	replicări|replicare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	reprezentare|=|Ncfsrn|3	reprezentări|reprezentare|Ncfp-n|3	e	i_0	FALSE
a	@	m	r	reprimare|=|Ncfsrn|2	reprimări|reprimare|Ncfp-n|2	e	i_0	FALSE
a	@	m	r	reprogramare|=|Ncfsrn|3	reprogramări|reprogramare|Ncfp-n|3	e	i_0	FALSE
a	@	n	r	resemnare|=|Ncfsrn|2	resemnări|resemnare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	respectabilitate|=|Ncfsrn|5	respectabilități|respectabilitate|Ncfp-n|5	e	i_0	FALSE
a	@	t	r	respectare|=|Ncfsrn|2	respectări|respectare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	responsabilitate|=|Ncfsrn|5	responsabilități|responsabilitate|Ncfp-n|5	e	i_0	FALSE
a	@	z	r	responsabilizare|=|Ncfsrn|5	responsabilizări|responsabilizare|Ncfp-n|5	e	i_0	FALSE
a	@	r	r	restaurare|=|Ncfsrn|3	restaurări|restaurare|Ncfp-n|3	e	i_0	FALSE
a	@	n	r	restricționare|=|Ncfsrn|3	restricționări|restricționare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	restructurare|=|Ncfsrn|3	restructurări|restructurare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	resuscitare|=|Ncfsrn|3	resuscitări|resuscitare|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	retehnologizare|=|Ncfsrn|5	retehnologizări|retehnologizare|Ncfp-n|5	e	i_0	FALSE
a	@	t	r	retratare|=|Ncfsrn|2	retratări|retratare|Ncfp-n|2	e	i_0	FALSE
a	@	d	r	retrocedare|=|Ncfsrn|3	retrocedări|retrocedare|Ncfp-n|3	e	i_0	FALSE
a	@	d	r	retrogradare|=|Ncfsrn|3	retrogradări|retrogradare|Ncfp-n|3	e	i_0	FALSE
a	@	n	r	returnare|=|Ncfsrn|2	returnări|returnare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	reunificare|=|Ncfsrn|4	reunificări|reunificare|Ncfp-n|4	e	i_0	FALSE
a	@	l	r	revelare|=|Ncfsrn|2	revelări|revelare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	revendicare|=|Ncfsrn|3	revendicări|revendicare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	revigorare|=|Ncfsrn|3	revigorări|revigorare|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	revitalizare|=|Ncfsrn|4	revitalizări|revitalizare|Ncfp-n|4	e	i_0	FALSE
a	@	k	r	revocare|=|Ncfsrn|2	revocări|revocare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	revânzare|=|Ncfsrn|2	revânzări|revânzare|Ncfp-n|2	e	i_0	FALSE
a	@	v	r	rezervare|=|Ncfsrn|2	rezervări|rezervare|Ncfp-n|2	e	i_0	FALSE
a	@	v	r	rezolvare|=|Ncfsrn|2	rezolvări|rezolvare|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	reîncadrare|=|Ncfsrn|3	reîncadrări|reîncadrare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	reîncorporare|=|Ncfsrn|4	reîncorporări|reîncorporare|Ncfp-n|4	e	i_0	FALSE
a	@	ts	r	reînființare|=|Ncfsrn|3	reînființări|reînființare|Ncfp-n|3	e	i_0	FALSE
a	@	b	r	reînșurubare|=|Ncfsrn|4	reînșurubări|reînșurubare|Ncfp-n|4	e	i_0	FALSE
a	@	k	r	ridicare|=|Ncfsrn|2	ridicări|ridicare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	ridiculizare|=|Ncfsrn|4	ridiculizări|ridiculizare|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	rigiditate|=|Ncfsrn|3	rigidități|rigiditate|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	rigidizare|=|Ncfsrn|3	rigidizări|rigidizare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	rigurozitate|=|Ncfsrn|4	rigurozități|rigurozitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	ritmicitate|=|Ncfsrn|3	ritmicități|ritmicitate|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	rivalitate|=|Ncfsrn|3	rivalități|rivalitate|Ncfp-n|3	e	i_0	FALSE
a	@	h	t	rohatcă|=|Ncfsrn|1	rohătci|rohatcă|Ncfp-n|1	ă	tS	FALSE
a	@	b	S	rubașcă|=|Ncfsrn|1	rubăști|rubașcă|Ncfp-n|1	ă	i_0	FALSE
a	@	l	r	rulare|=|Ncfsrn|1	rulări|rulare|Ncfp-n|1	e	i_0	FALSE
a	e	j	l	rânduială|=|Ncfsrn|2	rânduieli|rânduială|Ncfp-n|2	ă	i_0	FALSE
a	@	d	r	răbdare|=|Ncfsrn|1	răbdări|răbdare|Ncfp-n|1	e	i_0	FALSE
a	e	tS	l	răceală|=|Ncfsrn|1	răceli|răceală|Ncfp-n|1	ă	i_0	FALSE
a	e	j	l	răfuială|=|Ncfsrn|2	răfuieli|răfuială|Ncfp-n|2	ă	i_0	FALSE
a	@	r	r	răscumpărare|=|Ncfsrn|3	răscumpărări|răscumpărare|Ncfp-n|3	e	i_0	FALSE
a	@	l	t	răsplată|=|Ncfsrn|1	răsplăți|răsplată|Ncfp-n|1	ă	i_0	FALSE
a	@	n	r	răsturnare|=|Ncfsrn|2	răsturnări|răsturnare|Ncfp-n|2	e	i_0	FALSE
a	@	l	r	răsuflare|=|Ncfsrn|2	răsuflări|răsuflare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	răutate|=|Ncfsrn|2	răutăți|răutate|Ncfp-n|2	e	i_0	FALSE
a	@	n	r	răzbunare|=|Ncfsrn|2	răzbunări|răzbunare|Ncfp-n|2	e	i_0	FALSE
a	@	s	b	sabie|=|Ncfsrn|0	săbii|sabie|Ncfp-n|0	e	j	FALSE
a	@	k	r	sacrificare|=|Ncfsrn|3	sacrificări|sacrificare|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	salarizare|=|Ncfsrn|3	salarizări|salarizare|Ncfp-n|3	e	i_0	FALSE
a	@	s	l	salată|=|Ncfsrn|1	sălăti|salată|Ncfp-n|2	ă	i_0	TRUE
a	@	l	t	salată|=|Ncfsrn|1	salăti|salată|Ncfp-n|2	ă	i_0	TRUE
a	@	s	l	salce|=|Ncf--n|0	sălci|salce|Ncfp-n|0	e	tS	FALSE
a	@	s	l	salcie|=|Ncfsrn|0	sălcii|salcie|Ncfp-n|0	e	j	FALSE
a	@	s	l	salcă|=|Ncfsrn|0	sălci|salcă|Ncfp-n|0	ă	tS	FALSE
a	@	t	t	salinitate|=|Ncfsrn|3	salinități|salinitate|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	salubritate|=|Ncfsrn|3	salubrități|salubritate|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	salubrizare|=|Ncfsrn|3	salubrizări|salubrizare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	salutare|=|Ncfsrn|2	salutări|salutare|Ncfp-n|2	e	i_0	FALSE
a	@	v	r	salvare|=|Ncfsrn|1	salvări|salvare|Ncfp-n|1	e	i_0	FALSE
a	@	d	r	salvgardare|=|Ncfsrn|2	salvgardări|salvgardare|Ncfp-n|2	e	i_0	FALSE
a	@	s	l	salvie|=|Ncfsrn|0	sălvii|salvie|Ncfp-n|0	e	j	FALSE
a	@	s	l	sală|=|Ncfsrn|0	săli|sală|Ncfp-n|0	ă	i_0	FALSE
a	@	k	r	sanctificare|=|Ncfsrn|3	sanctificări|sanctificare|Ncfp-n|3	e	i_0	FALSE
a	@	n	r	sancționare|=|Ncfsrn|3	sancționări|sancționare|Ncfp-n|3	e	i_0	FALSE
a	@	s	n	sanie|=|Ncfsrn|0	sănii|sanie|Ncfp-n|0	e	j	FALSE
a	@	s	r	sare|=|Ncfsrn|0	săruri|sare|Ncfp-n|0	e	u r i_0	FALSE
a	@	n	r	scanare|=|Ncfsrn|1	scanări|scanare|Ncfp-n|1	e	i_0	FALSE
a	@	d	r	scandare|=|Ncfsrn|1	scandări|scandare|Ncfp-n|1	e	i_0	FALSE
a	@	k	r	scară|=|Ncfsrn|0	scări|scară|Ncfp-n|0	ă	i_0	FALSE
a	@	b	r	schimbare|=|Ncfsrn|1	schimbări|schimbare|Ncfp-n|1	e	i_0	FALSE
a	@	d	r	scindare|=|Ncfsrn|1	scindări|scindare|Ncfp-n|1	e	i_0	FALSE
a	e	v	r	scovardă|=|Ncfsrn|1	scoverzi|scovardă|Ncfp-n|1	ă	i_0	FALSE
a	e	i	n	scoțian|=|Afpms-n|2	scoțieni|scoțian|Ncmp-n|2		i_0	FALSE
a	e	i	n	scoțiană|=|Ncfsrn|2	scoțiene|scoțiană|Ncfp-n|2	ă	e	FALSE
a	@	t	t	scrupulozitate|=|Ncfsrn|4	scrupulozități|scrupulozitate|Ncfp-n|4	e	i_0	FALSE
a	@	d	r	scufundare|=|Ncfsrn|2	scufundări|scufundare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	sculptare|=|Ncfsrn|1	sculptări|sculptare|Ncfp-n|1	e	i_0	FALSE
a	@	t	t	sculpturalitate|=|Ncfsrn|4	sculpturalități|sculpturalitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	r	scurtare|=|Ncfsrn|1	scurtări|scurtare|Ncfp-n|1	e	i_0	FALSE
a	@	p	r	scăpare|=|Ncfsrn|1	scăpări|scăpare|Ncfp-n|1	e	i_0	FALSE
a	@	r	r	sechestrare|=|Ncfsrn|2	sechestrări|sechestrare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	secretizare|=|Ncfsrn|3	secretizări|secretizare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	securitate|=|Ncfsrn|3	securități|securitate|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	securizare|=|Ncfsrn|3	securizări|securizare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	sedimentare|=|Ncfsrn|3	sedimentări|sedimentare|Ncfp-n|3	e	i_0	FALSE
a	@	g	r	segregare|=|Ncfsrn|2	segregări|segregare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	selectare|=|Ncfsrn|2	selectări|selectare|Ncfp-n|2	e	i_0	FALSE
a	@	n	r	selecționare|=|Ncfsrn|4	selecționări|selecționare|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	semiobscuritate|=|Ncfsrn|5	semiobscurități|semiobscuritate|Ncfp-n|5	e	i_0	FALSE
a	@	l	r	semnalare|=|Ncfsrn|2	semnalări|semnalare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	semnalizare|=|Ncfsrn|3	semnalizări|semnalizare|Ncfp-n|3	e	i_0	FALSE
a	@	n	r	semnare|=|Ncfsrn|1	semnări|semnare|Ncfp-n|1	e	i_0	FALSE
a	@	t	t	seninătate|=|Ncfsrn|3	seninătăți|seninătate|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	sensibilitate|=|Ncfsrn|4	sensibilități|sensibilitate|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	sensibilizare|=|Ncfsrn|4	sensibilizări|sensibilizare|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	senzualitate|=|Ncfsrn|4	senzualități|senzualitate|Ncfp-n|4	e	i_0	FALSE
a	@	r	r	separare|=|Ncfsrn|2	separări|separare|Ncfp-n|2	e	i_0	FALSE
a	@	b	r	serbare|=|Ncfsrn|1	serbări|serbare|Ncfp-n|1	e	i_0	FALSE
a	@	t	t	seriozitate|=|Ncfsrn|4	seriozități|seriozitate|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	sesizare|=|Ncfsrn|2	sesizări|sesizare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	severitate|=|Ncfsrn|3	severități|severitate|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	sexualitate|=|Ncfsrn|4	sexualități|sexualitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	sezonalitate|=|Ncfsrn|4	sezonalități|sezonalitate|Ncfp-n|4	e	i_0	FALSE
a	e	f	d	sfadă|=|Ncfsrn|0	sfezi|sfadă|Ncfp-n|0	ă	i_0	FALSE
a	e	i	l	sfială|=|Ncfsrn|1	sfieli|sfială|Ncfp-n|1	ă	i_0	FALSE
a	@	d	r	sfidare|=|Ncfsrn|1	sfidări|sfidare|Ncfp-n|1	e	i_0	FALSE
a	e	j	g	sfoiag|=|Ncms-n|1	sfoiegi|sfoiag|Ncmp-n|1		gZ	FALSE
a	@	ts	r	sforțare|=|Ncfsrn|1	sforțări|sforțare|Ncfp-n|1	e	i_0	FALSE
a	e	i	n	sibian|=|Ncms-n|2	sibieni|sibian|Ncmp-n|2		i_0	FALSE
a	e	i	n	sibiancă|=|Ncfsrn|2	sibience|sibiancă|Ncfp-n|2	ă	e	FALSE
a	e	i	n	sibiană|=|Ncfsrn|2	sibiene|sibiană|Ncfp-n|2	ă	e	FALSE
a	e	i	n	sicilian|=|Ncms-n|3	sicilieni|sicilian|Ncmp-n|3		i_0	FALSE
a	@	n	r	sifonare|=|Ncfsrn|2	sifonări|sifonare|Ncfp-n|2	e	i_0	FALSE
a	e	j	t	similipiatră|=|Ncfsrn|3	similipietre|similipiatră|Ncfp-n|4	ă	e	TRUE
a	@	k	r	simplificare|=|Ncfsrn|3	simplificări|simplificare|Ncfp-n|3	e	i_0	FALSE
a	@	l	r	simulare|=|Ncfsrn|2	simulări|simulare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	sinceritate|=|Ncfsrn|3	sincerități|sinceritate|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	sincronizare|=|Ncfsrn|3	sincronizări|sincronizare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	singularitate|=|Ncfsrn|4	singularități|singularitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	singurătate|=|Ncfsrn|3	singurătăți|singurătate|Ncfp-n|3	e	i_0	FALSE
a	e	i	n	sirian|=|Ncms-n|2	sirieni|sirian|Ncmp-n|2		i_0	FALSE
a	e	i	n	siriană|=|Ncfsrn|2	siriene|siriană|Ncfp-n|2	ă	e	FALSE
a	@	t	r	sistare|=|Ncfsrn|1	sistări|sistare|Ncfp-n|1	e	i_0	FALSE
a	e	i	n	sistematiciană|=|Ncfsrn|5	sistematiciene|sistematiciană|Ncfp-n|5	ă	e	FALSE
a	@	z	r	sistematizare|=|Ncfsrn|4	sistematizări|sistematizare|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	slavizare|=|Ncfsrn|2	slavizări|slavizare|Ncfp-n|2	e	i_0	FALSE
a	@	l	v	slavă|=|Ncfsrn|0	slăvi|slavă|Ncfp-n|0	ă	i_0	FALSE
a	@	t	t	sobrietate|=|Ncfsrn|3	sobrietăți|sobrietate|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	socializare|=|Ncfsrn|4	socializări|socializare|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	societate|=|Ncfsrn|3	societăți|societate|Ncfp-n|3	e	i_0	FALSE
a	@	d	r	soldare|=|Ncfsrn|1	soldări|soldare|Ncfp-n|1	e	i_0	FALSE
a	@	t	t	solemnitate|=|Ncfsrn|3	solemnități|solemnitate|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	solicitare|=|Ncfsrn|3	solicitări|solicitare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	solidaritate|=|Ncfsrn|4	solidarități|solidaritate|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	solidarizare|=|Ncfsrn|4	solidarizări|solidarizare|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	soliditate|=|Ncfsrn|3	solidități|soliditate|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	solubilizare|=|Ncfsrn|4	solubilizări|solubilizare|Ncfp-n|4	e	i_0	FALSE
a	@	n	r	soluționare|=|Ncfsrn|4	soluționări|soluționare|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	somitate|=|Ncfsrn|2	somități|somitate|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	somptuozitate|=|Ncfsrn|4	somptuozități|somptuozitate|Ncfp-n|4	e	i_0	FALSE
a	@	d	r	sondare|=|Ncfsrn|1	sondări|sondare|Ncfp-n|1	e	i_0	FALSE
a	@	z	r	sonorizare|=|Ncfsrn|3	sonorizări|sonorizare|Ncfp-n|3	e	i_0	FALSE
a	@	p	g	spagă|=|Ncfsrn|0	spăgi|spagă|Ncfp-n|0	ă	gZ	FALSE
a	@	p	n	spangă|=|Ncfsrn|0	spăngi|spangă|Ncfp-n|0	ă	gZ	FALSE
a	e	p	t	spată|=|Ncfsrn|0	spete|spată|Ncfp-n|0	ă	e	FALSE
a	@	t	t	spațialitate|=|Ncfsrn|3	spațialități|spațialitate|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	specialitate|=|Ncfsrn|4	specialități|specialitate|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	specializare|=|Ncfsrn|4	specializări|specializare|Ncfp-n|4	e	i_0	FALSE
a	@	k	r	specificare|=|Ncfsrn|3	specificări|specificare|Ncfp-n|3	e	i_0	FALSE
a	@	n	r	spinare|=|Ncfsrn|1	spinări|spinare|Ncfp-n|1	e	i_0	FALSE
a	@	t	t	spiritualitate|=|Ncfsrn|5	spiritualități|spiritualitate|Ncfp-n|5	e	i_0	FALSE
a	@	z	r	spitalizare|=|Ncfsrn|3	spitalizări|spitalizare|Ncfp-n|3	e	i_0	FALSE
a	e	j	l	spoială|=|Ncfsrn|1	spoieli|spoială|Ncfp-n|1	ă	i_0	FALSE
a	@	t	t	spongiozitate|=|Ncfsrn|4	spongiozități|spongiozitate|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	sponsorizare|=|Ncfsrn|3	sponsorizări|sponsorizare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	spontaneitate|=|Ncfsrn|4	spontaneități|spontaneitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	sportivitate|=|Ncfsrn|3	sportivități|sportivitate|Ncfp-n|3	e	i_0	FALSE
a	e	m	n	sportsman|=|Ncms-n|1	sportsmeni|sportsman|Ncmp-n|1		i_0	FALSE
a	e	tS	n	sprânceană|=|Ncfsrn|1	sprâncene|sprânceană|Ncfp-n|1	ă	e	FALSE
